Table: Viscosity [G]
Temperature {K} 	Pressure {kPa} 	Viscosity {Pa·s} 	Uncertainty {Pa·s} 
283	2200	1.48830e-5	4.3e-9
283	2400	1.49799e-5	5.3e-9
283	2600	1.50831e-5	6.5e-9
283	2800	1.51936e-5	7.9e-9
283	3000	1.53128e-5	9.6e-9
283	3200	1.5442e-5	1.2e-8
283	3400	1.5584e-5	1.5e-8
283	3600	1.5742e-5	1.8e-8
283	3800	1.5920e-5	2.3e-8
284	0.05	1.41e-5	1.4e-6
284	200	1.4188800e-5	2.9e-11
284	400	1.424950e-5	1.2e-10
284	600	1.431250e-5	2.7e-10
284	800	1.437790e-5	4.8e-10
284	1000	1.444590e-5	7.6e-10
284	1200	1.45169e-5	1.1e-9
284	1400	1.45910e-5	1.5e-9
284	1600	1.46686e-5	2.1e-9
284	1800	1.47500e-5	2.7e-9
284	2000	1.48356e-5	3.4e-9
284	2200	1.49260e-5	4.2e-9
284	2400	1.50218e-5	5.2e-9
284	2600	1.51237e-5	6.3e-9
284	2800	1.52327e-5	7.7e-9
284	3000	1.53500e-5	9.3e-9
284	3200	1.5477e-5	1.1e-8
284	3400	1.5616e-5	1.4e-8
284	3600	1.5770e-5	1.7e-8
284	3800	1.5942e-5	2.2e-8
284	4000	1.6140e-5	2.8e-8
285	0.05	1.42e-5	1.4e-6
285	200	1.4237100e-5	2.8e-11
285	400	1.429750e-5	1.1e-10
285	600	1.436010e-5	2.6e-10
285	800	1.442520e-5	4.7e-10
285	1000	1.449290e-5	7.5e-10
285	1200	1.45634e-5	1.1e-9
285	1400	1.46370e-5	1.5e-9
285	1600	1.47139e-5	2e-9
285	1800	1.47947e-5	2.6e-9
285	2000	1.48796e-5	3.3e-9
285	2200	1.49691e-5	4.1e-9
285	2400	1.50638e-5	5.1e-9
285	2600	1.51645e-5	6.2e-9
285	2800	1.52720e-5	7.5e-9
285	3000	1.53874e-5	9.1e-9
285	3200	1.5512e-5	1.1e-8
285	3400	1.5648e-5	1.3e-8
285	3600	1.5798e-5	1.6e-8
285	3800	1.5966e-5	2.1e-8
285	4000	1.6156e-5	2.6e-8
286	0.05	1.42e-5	1.4e-6
286	200	1.4285400e-5	2.8e-11
286	400	1.434550e-5	1.1e-10
286	600	1.440780e-5	2.6e-10
286	800	1.447250e-5	4.7e-10
286	1000	1.453980e-5	7.4e-10
286	1200	1.46098e-5	1.1e-9
286	1400	1.46829e-5	1.5e-9
286	1600	1.47593e-5	2e-9
286	1800	1.48394e-5	2.6e-9
286	2000	1.49235e-5	3.3e-9
286	2200	1.50122e-5	4e-9
286	2400	1.51059e-5	5e-9
286	2600	1.52054e-5	6e-9
286	2800	1.53114e-5	7.3e-9
286	3000	1.54251e-5	8.8e-9
286	3200	1.5548e-5	1.1e-8
286	3400	1.5681e-5	1.3e-8
286	3600	1.5827e-5	1.6e-8
286	3800	1.5990e-5	1.9e-8
286	4000	1.6174e-5	2.5e-8
286	4200	1.6386e-5	3.2e-8
287	0.05	1.427580000000e-5	1e-16
287	200	1.4333600e-5	2.8e-11
287	400	1.439340e-5	1.1e-10
287	600	1.445540e-5	2.6e-10
287	800	1.451980e-5	4.6e-10
287	1000	1.458660e-5	7.3e-10
287	1200	1.46562e-5	1.1e-9
287	1400	1.47288e-5	1.5e-9
287	1600	1.48047e-5	2e-9
287	1800	1.48841e-5	2.5e-9
287	2000	1.49675e-5	3.2e-9
287	2200	1.50553e-5	4e-9
287	2400	1.51481e-5	4.9e-9
287	2600	1.52464e-5	5.9e-9
287	2800	1.53511e-5	7.1e-9
287	3000	1.54631e-5	8.5e-9
287	3200	1.5584e-5	1e-8
287	3400	1.5714e-5	1.2e-8
287	3600	1.5857e-5	1.5e-8
287	3800	1.6016e-5	1.8e-8
287	4000	1.6193e-5	2.3e-8
287	4200	1.6397e-5	3e-8
288	0.05	1.43e-5	1.4e-6
288	200	1.4381800e-5	2.7e-11
288	400	1.444130e-5	1.1e-10
288	600	1.450300e-5	2.5e-10
288	800	1.456700e-5	4.6e-10
288	1000	1.463350e-5	7.2e-10
288	1200	1.47026e-5	1.1e-9
288	1400	1.47748e-5	1.5e-9
288	1600	1.48501e-5	1.9e-9
288	1800	1.49289e-5	2.5e-9
288	2000	1.50116e-5	3.1e-9
288	2200	1.50985e-5	3.9e-9
288	2400	1.51903e-5	4.8e-9
288	2600	1.52875e-5	5.8e-9
288	2800	1.53909e-5	6.9e-9
288	3000	1.55012e-5	8.3e-9
288	3200	1.56198e-5	9.9e-9
288	3400	1.5748e-5	1.2e-8
288	3600	1.5888e-5	1.4e-8
288	3800	1.6042e-5	1.8e-8
288	4000	1.6214e-5	2.2e-8
288	4200	1.6410e-5	2.8e-8
288	4400	1.6638e-5	3.7e-8
289	0.05	1.44e-5	1.4e-6
289	200	1.4430000e-5	2.7e-11
289	400	1.448920e-5	1.1e-10
289	600	1.455060e-5	2.5e-10
289	800	1.461420e-5	4.5e-10
289	1000	1.468030e-5	7.1e-10
289	1200	1.47490e-5	1e-9
289	1400	1.48207e-5	1.4e-9
289	1600	1.48954e-5	1.9e-9
289	1800	1.49736e-5	2.5e-9
289	2000	1.50556e-5	3.1e-9
289	2200	1.51418e-5	3.8e-9
289	2400	1.52326e-5	4.7e-9
289	2600	1.53287e-5	5.6e-9
289	2800	1.54308e-5	6.8e-9
289	3000	1.55396e-5	8.1e-9
289	3200	1.56563e-5	9.6e-9
289	3400	1.5782e-5	1.2e-8
289	3600	1.5919e-5	1.4e-8
289	3800	1.6070e-5	1.7e-8
289	4000	1.6237e-5	2.1e-8
289	4200	1.6425e-5	2.6e-8
289	4400	1.6643e-5	3.4e-8
290	0.05	1.44e-5	1.4e-6
290	200	1.4478100e-5	2.7e-11
290	400	1.453700e-5	1.1e-10
290	600	1.459810e-5	2.5e-10
290	800	1.466140e-5	4.4e-10
290	1000	1.472710e-5	7e-10
290	1200	1.47954e-5	1e-9
290	1400	1.48665e-5	1.4e-9
290	1600	1.49408e-5	1.9e-9
290	1800	1.50184e-5	2.4e-9
290	2000	1.50997e-5	3e-9
290	2200	1.51851e-5	3.8e-9
290	2400	1.52750e-5	4.6e-9
290	2600	1.53701e-5	5.5e-9
290	2800	1.54709e-5	6.6e-9
290	3000	1.55782e-5	7.9e-9
290	3200	1.56931e-5	9.4e-9
290	3400	1.5817e-5	1.1e-8
290	3600	1.5951e-5	1.3e-8
290	3800	1.6098e-5	1.6e-8
290	4000	1.6260e-5	2e-8
290	4200	1.6442e-5	2.5e-8
290	4400	1.6651e-5	3.1e-8
290	4600	1.6896e-5	4.2e-8
291	0.05	1.45e-5	1.4e-6
291	200	1.4526100e-5	2.6e-11
291	400	1.458480e-5	1.1e-10
291	600	1.464550e-5	2.4e-10
291	800	1.470850e-5	4.4e-10
291	1000	1.477380e-5	6.9e-10
291	1200	1.48417e-5	1e-9
291	1400	1.49124e-5	1.4e-9
291	1600	1.49861e-5	1.9e-9
291	1800	1.50631e-5	2.4e-9
291	2000	1.51438e-5	3e-9
291	2200	1.52284e-5	3.7e-9
291	2400	1.53174e-5	4.5e-9
291	2600	1.54115e-5	5.4e-9
291	2800	1.55110e-5	6.5e-9
291	3000	1.56170e-5	7.7e-9
291	3200	1.57302e-5	9.1e-9
291	3400	1.5852e-5	1.1e-8
291	3600	1.5983e-5	1.3e-8
291	3800	1.6127e-5	1.5e-8
291	4000	1.6285e-5	1.9e-8
291	4200	1.6461e-5	2.3e-8
291	4400	1.6661e-5	2.9e-8
291	4600	1.6894e-5	3.8e-8
291	4800	1.7175e-5	5.2e-8
292	0.05	1.451770000000e-5	1e-16
292	200	1.4574200e-5	2.6e-11
292	400	1.463260e-5	1.1e-10
292	600	1.469300e-5	2.4e-10
292	800	1.475560e-5	4.3e-10
292	1000	1.482060e-5	6.9e-10
292	1200	1.488800e-5	10e-9
292	1400	1.49583e-5	1.4e-9
292	1600	1.50315e-5	1.8e-9
292	1800	1.51079e-5	2.3e-9
292	2000	1.51879e-5	2.9e-9
292	2200	1.52717e-5	3.6e-9
292	2400	1.53599e-5	4.4e-9
292	2600	1.54530e-5	5.3e-9
292	2800	1.55514e-5	6.3e-9
292	3000	1.56559e-5	7.5e-9
292	3200	1.57674e-5	8.9e-9
292	3400	1.5887e-5	1.1e-8
292	3600	1.6016e-5	1.2e-8
292	3800	1.6157e-5	1.5e-8
292	4000	1.6311e-5	1.8e-8
292	4200	1.6481e-5	2.2e-8
292	4400	1.6674e-5	2.8e-8
292	4600	1.6896e-5	3.5e-8
292	4800	1.7160e-5	4.7e-8
293	0.05	1.46e-5	1.5e-6
293	200	1.4622200e-5	2.6e-11
293	400	1.468030e-5	1e-10
293	600	1.474040e-5	2.4e-10
293	800	1.480270e-5	4.3e-10
293	1000	1.486720e-5	6.8e-10
293	1200	1.493430e-5	9.9e-10
293	1400	1.50041e-5	1.4e-9
293	1600	1.50768e-5	1.8e-9
293	1800	1.51526e-5	2.3e-9
293	2000	1.52320e-5	2.9e-9
293	2200	1.53151e-5	3.6e-9
293	2400	1.54025e-5	4.3e-9
293	2600	1.54945e-5	5.2e-9
293	2800	1.55918e-5	6.2e-9
293	3000	1.56950e-5	7.3e-9
293	3200	1.58050e-5	8.7e-9
293	3400	1.5923e-5	1e-8
293	3600	1.6049e-5	1.2e-8
293	3800	1.6187e-5	1.4e-8
293	4000	1.6337e-5	1.7e-8
293	4200	1.6503e-5	2.1e-8
293	4400	1.6689e-5	2.6e-8
293	4600	1.6902e-5	3.3e-8
293	4800	1.7150e-5	4.3e-8
293	5000	1.7454e-5	6e-8
294	0.05	1.46e-5	1.5e-6
294	200	1.4670100e-5	2.6e-11
294	400	1.472790e-5	1e-10
294	600	1.478770e-5	2.4e-10
294	800	1.484970e-5	4.2e-10
294	1000	1.491390e-5	6.7e-10
294	1200	1.498060e-5	9.7e-10
294	1400	1.50499e-5	1.3e-9
294	1600	1.51221e-5	1.8e-9
294	1800	1.51974e-5	2.3e-9
294	2000	1.52761e-5	2.9e-9
294	2200	1.53585e-5	3.5e-9
294	2400	1.54451e-5	4.3e-9
294	2600	1.55362e-5	5.1e-9
294	2800	1.56324e-5	6.1e-9
294	3000	1.57343e-5	7.2e-9
294	3200	1.58427e-5	8.4e-9
294	3400	1.59586e-5	9.9e-9
294	3600	1.6083e-5	1.2e-8
294	3800	1.6218e-5	1.4e-8
294	4000	1.6364e-5	1.7e-8
294	4200	1.6526e-5	2e-8
294	4400	1.6706e-5	2.5e-8
294	4600	1.6910e-5	3.1e-8
294	4800	1.7146e-5	4e-8
294	5000	1.7429e-5	5.4e-8
295	0.05	1.47e-5	1.5e-6
295	200	1.4718000e-5	2.5e-11
295	400	1.477550e-5	1e-10
295	600	1.483510e-5	2.3e-10
295	800	1.489670e-5	4.2e-10
295	1000	1.496050e-5	6.6e-10
295	1200	1.502680e-5	9.6e-10
295	1400	1.50957e-5	1.3e-9
295	1600	1.51674e-5	1.8e-9
295	1800	1.52422e-5	2.2e-9
295	2000	1.53202e-5	2.8e-9
295	2200	1.54020e-5	3.5e-9
295	2400	1.54877e-5	4.2e-9
295	2600	1.55779e-5	5e-9
295	2800	1.56730e-5	6e-9
295	3000	1.57737e-5	7e-9
295	3200	1.58806e-5	8.2e-9
295	3400	1.59947e-5	9.7e-9
295	3600	1.6117e-5	1.1e-8
295	3800	1.6249e-5	1.3e-8
295	4000	1.6393e-5	1.6e-8
295	4200	1.6550e-5	1.9e-8
295	4400	1.6724e-5	2.3e-8
295	4600	1.6920e-5	2.9e-8
295	4800	1.7146e-5	3.7e-8
295	5000	1.7411e-5	4.9e-8
295	5200	1.7739e-5	6.9e-8
296	0.05	1.4710400000000e-5	5.1e-17
296	200	1.4765800e-5	2.5e-11
296	400	1.482310e-5	1e-10
296	600	1.488230e-5	2.3e-10
296	800	1.494360e-5	4.1e-10
296	1000	1.500710e-5	6.5e-10
296	1200	1.507300e-5	9.5e-10
296	1400	1.51415e-5	1.3e-9
296	1600	1.52127e-5	1.7e-9
296	1800	1.52869e-5	2.2e-9
296	2000	1.53644e-5	2.8e-9
296	2200	1.54454e-5	3.4e-9
296	2400	1.55304e-5	4.1e-9
296	2600	1.56197e-5	4.9e-9
296	2800	1.57138e-5	5.8e-9
296	3000	1.58132e-5	6.9e-9
296	3200	1.59188e-5	8.1e-9
296	3400	1.60312e-5	9.4e-9
296	3600	1.6152e-5	1.1e-8
296	3800	1.6281e-5	1.3e-8
296	4000	1.6421e-5	1.5e-8
296	4200	1.6575e-5	1.8e-8
296	4400	1.6744e-5	2.2e-8
296	4600	1.6933e-5	2.7e-8
296	4800	1.7149e-5	3.5e-8
296	5000	1.7400e-5	4.5e-8
296	5200	1.7703e-5	6.1e-8
297	0.05	1.48e-5	1.5e-6
297	200	1.4813600e-5	2.5e-11
297	400	1.487070e-5	1e-10
297	600	1.492960e-5	2.3e-10
297	800	1.499060e-5	4.1e-10
297	1000	1.505370e-5	6.5e-10
297	1200	1.511920e-5	9.4e-10
297	1400	1.51872e-5	1.3e-9
297	1600	1.52580e-5	1.7e-9
297	1800	1.53317e-5	2.2e-9
297	2000	1.54085e-5	2.7e-9
297	2200	1.54889e-5	3.4e-9
297	2400	1.55731e-5	4.1e-9
297	2600	1.56615e-5	4.8e-9
297	2800	1.57546e-5	5.7e-9
297	3000	1.58529e-5	6.7e-9
297	3200	1.59571e-5	7.9e-9
297	3400	1.60679e-5	9.2e-9
297	3600	1.6186e-5	1.1e-8
297	3800	1.6313e-5	1.3e-8
297	4000	1.6451e-5	1.5e-8
297	4200	1.6601e-5	1.8e-8
297	4400	1.6765e-5	2.1e-8
297	4600	1.6948e-5	2.6e-8
297	4800	1.7155e-5	3.2e-8
297	5000	1.7393e-5	4.1e-8
297	5200	1.7676e-5	5.5e-8
297	5400	1.8028e-5	7.8e-8
298	0.05	1.48e-5	1.5e-6
298	200	1.4861400e-5	2.5e-11
298	400	1.4918100e-5	9.9e-11
298	600	1.497680e-5	2.3e-10
298	800	1.503740e-5	4e-10
298	1000	1.510030e-5	6.4e-10
298	1200	1.516540e-5	9.3e-10
298	1400	1.52330e-5	1.3e-9
298	1600	1.53032e-5	1.7e-9
298	1800	1.53764e-5	2.2e-9
298	2000	1.54527e-5	2.7e-9
298	2200	1.55324e-5	3.3e-9
298	2400	1.56159e-5	4e-9
298	2600	1.57034e-5	4.8e-9
298	2800	1.57955e-5	5.6e-9
298	3000	1.58927e-5	6.6e-9
298	3200	1.59955e-5	7.7e-9
298	3400	1.61048e-5	9e-9
298	3600	1.6221e-5	1e-8
298	3800	1.6346e-5	1.2e-8
298	4000	1.6481e-5	1.4e-8
298	4200	1.6627e-5	1.7e-8
298	4400	1.6787e-5	2e-8
298	4600	1.6965e-5	2.5e-8
298	4800	1.7164e-5	3e-8
298	5000	1.7391e-5	3.9e-8
298	5200	1.7657e-5	5e-8
298	5400	1.7980e-5	6.9e-8
298	5600	1.840e-5	1e-7
299	0.05	1.49e-5	1.5e-6
299	200	1.4909100e-5	2.4e-11
299	400	1.4965600e-5	9.8e-11
299	600	1.502400e-5	2.2e-10
299	800	1.508430e-5	4e-10
299	1000	1.514680e-5	6.3e-10
299	1200	1.521150e-5	9.2e-10
299	1400	1.52787e-5	1.3e-9
299	1600	1.53485e-5	1.7e-9
299	1800	1.54211e-5	2.1e-9
299	2000	1.54969e-5	2.7e-9
299	2200	1.55759e-5	3.3e-9
299	2400	1.56587e-5	3.9e-9
299	2600	1.57454e-5	4.7e-9
299	2800	1.58365e-5	5.5e-9
299	3000	1.59326e-5	6.5e-9
299	3200	1.60342e-5	7.6e-9
299	3400	1.61419e-5	8.8e-9
299	3600	1.6257e-5	1e-8
299	3800	1.6379e-5	1.2e-8
299	4000	1.6512e-5	1.4e-8
299	4200	1.6655e-5	1.6e-8
299	4400	1.6811e-5	1.9e-8
299	4600	1.6983e-5	2.3e-8
299	4800	1.7175e-5	2.9e-8
299	5000	1.7392e-5	3.6e-8
299	5200	1.7643e-5	4.6e-8
299	5400	1.7944e-5	6.2e-8
299	5600	1.8321e-5	8.9e-8
300	0.05	1.49e-5	1.5e-6
300	200	1.4956800e-5	2.4e-11
300	400	1.5013000e-5	9.7e-11
300	600	1.507110e-5	2.2e-10
300	800	1.513110e-5	3.9e-10
300	1000	1.519320e-5	6.2e-10
300	1200	1.525760e-5	9e-10
300	1400	1.53244e-5	1.2e-9
300	1600	1.53937e-5	1.6e-9
300	1800	1.54659e-5	2.1e-9
300	2000	1.55410e-5	2.6e-9
300	2200	1.56195e-5	3.2e-9
300	2400	1.57015e-5	3.9e-9
300	2600	1.57874e-5	4.6e-9
300	2800	1.58776e-5	5.4e-9
300	3000	1.59726e-5	6.4e-9
300	3200	1.60730e-5	7.4e-9
300	3400	1.61792e-5	8.6e-9
300	3600	1.62923e-5	10e-8
300	3800	1.6413e-5	1.2e-8
300	4000	1.6543e-5	1.3e-8
300	4200	1.6683e-5	1.6e-8
300	4400	1.6835e-5	1.9e-8
300	4600	1.7002e-5	2.2e-8
300	4800	1.7188e-5	2.7e-8
300	5000	1.7396e-5	3.4e-8
300	5200	1.7635e-5	4.3e-8
300	5400	1.7916e-5	5.7e-8
300	5600	1.8261e-5	7.8e-8
300	5800	1.871e-5	1.2e-7
301	0.05	1.50e-5	1.5e-6
301	200	1.5004400e-5	2.4e-11
301	400	1.5060400e-5	9.6e-11
301	600	1.511820e-5	2.2e-10
301	800	1.517790e-5	3.9e-10
301	1000	1.523970e-5	6.2e-10
301	1200	1.530370e-5	8.9e-10
301	1400	1.53701e-5	1.2e-9
301	1600	1.54390e-5	1.6e-9
301	1800	1.55106e-5	2.1e-9
301	2000	1.55852e-5	2.6e-9
301	2200	1.56630e-5	3.2e-9
301	2400	1.57443e-5	3.8e-9
301	2600	1.58295e-5	4.5e-9
301	2800	1.59188e-5	5.3e-9
301	3000	1.60128e-5	6.2e-9
301	3200	1.61119e-5	7.3e-9
301	3400	1.62168e-5	8.4e-9
301	3600	1.63282e-5	9.7e-9
301	3800	1.6447e-5	1.1e-8
301	4000	1.6574e-5	1.3e-8
301	4200	1.6711e-5	1.5e-8
301	4400	1.6860e-5	1.8e-8
301	4600	1.7023e-5	2.1e-8
301	4800	1.7202e-5	2.6e-8
301	5000	1.7403e-5	3.2e-8
301	5200	1.7631e-5	4e-8
301	5400	1.7896e-5	5.2e-8
301	5600	1.8214e-5	7e-8
301	5800	1.8616e-5	10e-7
301	6000	1.918e-5	1.6e-7
302	0.05	1.499800000000e-5	1e-16
302	200	1.5052000e-5	2.4e-11
302	400	1.5107700e-5	9.5e-11
302	600	1.516520e-5	2.2e-10
302	800	1.522460e-5	3.9e-10
302	1000	1.528610e-5	6.1e-10
302	1200	1.534970e-5	8.8e-10
302	1400	1.54157e-5	1.2e-9
302	1600	1.54842e-5	1.6e-9
302	1800	1.55553e-5	2e-9
302	2000	1.56294e-5	2.5e-9
302	2200	1.57066e-5	3.1e-9
302	2400	1.57872e-5	3.7e-9
302	2600	1.58716e-5	4.5e-9
302	2800	1.59600e-5	5.2e-9
302	3000	1.60530e-5	6.1e-9
302	3200	1.61509e-5	7.1e-9
302	3400	1.62545e-5	8.2e-9
302	3600	1.63643e-5	9.5e-9
302	3800	1.6481e-5	1.1e-8
302	4000	1.6606e-5	1.3e-8
302	4200	1.6741e-5	1.5e-8
302	4400	1.6886e-5	1.7e-8
302	4600	1.7045e-5	2.1e-8
302	4800	1.7219e-5	2.5e-8
302	5000	1.7412e-5	3e-8
302	5200	1.7631e-5	3.7e-8
302	5400	1.7882e-5	4.8e-8
302	5600	1.8178e-5	6.3e-8
302	5800	1.8543e-5	8.7e-8
302	6000	1.902e-5	1.3e-7
303	0.05	1.50e-5	1.5e-6
303	200	1.5099500e-5	2.3e-11
303	400	1.5155000e-5	9.4e-11
303	600	1.521220e-5	2.1e-10
303	800	1.527130e-5	3.8e-10
303	1000	1.533250e-5	6e-10
303	1200	1.539570e-5	8.7e-10
303	1400	1.54613e-5	1.2e-9
303	1600	1.55293e-5	1.6e-9
303	1800	1.56000e-5	2e-9
303	2000	1.56735e-5	2.5e-9
303	2200	1.57502e-5	3.1e-9
303	2400	1.58301e-5	3.7e-9
303	2600	1.59137e-5	4.4e-9
303	2800	1.60013e-5	5.2e-9
303	3000	1.60933e-5	6e-9
303	3200	1.61901e-5	7e-9
303	3400	1.62924e-5	8.1e-9
303	3600	1.64007e-5	9.3e-9
303	3800	1.6516e-5	1.1e-8
303	4000	1.6639e-5	1.2e-8
303	4200	1.6771e-5	1.4e-8
303	4400	1.6913e-5	1.7e-8
303	4600	1.7067e-5	2e-8
303	4800	1.7237e-5	2.4e-8
303	5000	1.7424e-5	2.9e-8
303	5200	1.7633e-5	3.5e-8
303	5400	1.7872e-5	4.4e-8
303	5600	1.8151e-5	5.8e-8
303	5800	1.8486e-5	7.8e-8
303	6000	1.891e-5	1.1e-7
303	6200	1.951e-5	1.8e-7
304	0.05	1.5093500000000e-5	5.1e-17
304	200	1.5147000e-5	2.3e-11
304	400	1.5202200e-5	9.3e-11
304	600	1.525920e-5	2.1e-10
304	800	1.531800e-5	3.8e-10
304	1000	1.537880e-5	5.9e-10
304	1200	1.544170e-5	8.6e-10
304	1400	1.55069e-5	1.2e-9
304	1600	1.55745e-5	1.6e-9
304	1800	1.56447e-5	2e-9
304	2000	1.57177e-5	2.5e-9
304	2200	1.57937e-5	3e-9
304	2400	1.58730e-5	3.6e-9
304	2600	1.59559e-5	4.3e-9
304	2800	1.60427e-5	5.1e-9
304	3000	1.61337e-5	5.9e-9
304	3200	1.62294e-5	6.9e-9
304	3400	1.63304e-5	7.9e-9
304	3600	1.64373e-5	9.1e-9
304	3800	1.6551e-5	1e-8
304	4000	1.6672e-5	1.2e-8
304	4200	1.6801e-5	1.4e-8
304	4400	1.6940e-5	1.6e-8
304	4600	1.7091e-5	1.9e-8
304	4800	1.7256e-5	2.3e-8
304	5000	1.7437e-5	2.7e-8
304	5200	1.7639e-5	3.3e-8
304	5400	1.7867e-5	4.1e-8
304	5600	1.8130e-5	5.3e-8
304	5800	1.8441e-5	7e-8
304	6000	1.8825e-5	9.7e-8
304	6200	1.933e-5	1.4e-7
304	6400	2.012e-5	2.6e-7
305	0.05	1.51e-5	1.5e-6
305	200	1.5194500e-5	2.3e-11
305	400	1.5249400e-5	9.2e-11
305	600	1.530610e-5	2.1e-10
305	800	1.536460e-5	3.7e-10
305	1000	1.542510e-5	5.9e-10
305	1200	1.548770e-5	8.5e-10
305	1400	1.55525e-5	1.2e-9
305	1600	1.56197e-5	1.5e-9
305	1800	1.56894e-5	2e-9
305	2000	1.57619e-5	2.4e-9
305	2200	1.58373e-5	3e-9
305	2400	1.59160e-5	3.6e-9
305	2600	1.59981e-5	4.3e-9
305	2800	1.60841e-5	5e-9
305	3000	1.61742e-5	5.8e-9
305	3200	1.62689e-5	6.7e-9
305	3400	1.63686e-5	7.8e-9
305	3600	1.64741e-5	8.9e-9
305	3800	1.6586e-5	1e-8
305	4000	1.6705e-5	1.2e-8
305	4200	1.6832e-5	1.4e-8
305	4400	1.6968e-5	1.6e-8
305	4600	1.7116e-5	1.8e-8
305	4800	1.7276e-5	2.2e-8
305	5000	1.7452e-5	2.6e-8
305	5200	1.7647e-5	3.1e-8
305	5400	1.7865e-5	3.9e-8
305	5600	1.8115e-5	4.9e-8
305	5800	1.8406e-5	6.4e-8
305	6000	1.8757e-5	8.6e-8
305	6200	1.920e-5	1.2e-7
305	6400	1.983e-5	1.9e-7
306	0.05	1.52e-5	1.5e-6
306	200	1.5241900e-5	2.3e-11
306	400	1.5296600e-5	9.1e-11
306	600	1.535300e-5	2.1e-10
306	800	1.541120e-5	3.7e-10
306	1000	1.547140e-5	5.8e-10
306	1200	1.553360e-5	8.4e-10
306	1400	1.55980e-5	1.2e-9
306	1600	1.56648e-5	1.5e-9
306	1800	1.57341e-5	1.9e-9
306	2000	1.58060e-5	2.4e-9
306	2200	1.58809e-5	2.9e-9
306	2400	1.59589e-5	3.5e-9
306	2600	1.60404e-5	4.2e-9
306	2800	1.61255e-5	4.9e-9
306	3000	1.62147e-5	5.7e-9
306	3200	1.63084e-5	6.6e-9
306	3400	1.64070e-5	7.6e-9
306	3600	1.65111e-5	8.7e-9
306	3800	1.6621e-5	1e-8
306	4000	1.6738e-5	1.1e-8
306	4200	1.6863e-5	1.3e-8
306	4400	1.6997e-5	1.5e-8
306	4600	1.7141e-5	1.8e-8
306	4800	1.7298e-5	2.1e-8
306	5000	1.7468e-5	2.5e-8
306	5200	1.7657e-5	3e-8
306	5400	1.7867e-5	3.7e-8
306	5600	1.8104e-5	4.6e-8
306	5800	1.8378e-5	5.8e-8
306	6000	1.8703e-5	7.7e-8
306	6200	1.910e-5	1.1e-7
306	6400	1.963e-5	1.6e-7
306	6600	2.044e-5	2.8e-7
307	0.05	1.52e-5	1.5e-6
307	200	1.5289200e-5	2.2e-11
307	400	1.5343700e-5	9e-11
307	600	1.539980e-5	2e-10
307	800	1.545780e-5	3.6e-10
307	1000	1.551760e-5	5.7e-10
307	1200	1.557950e-5	8.3e-10
307	1400	1.56435e-5	1.1e-9
307	1600	1.57099e-5	1.5e-9
307	1800	1.57787e-5	1.9e-9
307	2000	1.58502e-5	2.4e-9
307	2200	1.59245e-5	2.9e-9
307	2400	1.60019e-5	3.5e-9
307	2600	1.60827e-5	4.1e-9
307	2800	1.61670e-5	4.9e-9
307	3000	1.62554e-5	5.6e-9
307	3200	1.63480e-5	6.5e-9
307	3400	1.64455e-5	7.5e-9
307	3600	1.65482e-5	8.6e-9
307	3800	1.66569e-5	9.8e-9
307	4000	1.6772e-5	1.1e-8
307	4200	1.6895e-5	1.3e-8
307	4400	1.7026e-5	1.5e-8
307	4600	1.7167e-5	1.7e-8
307	4800	1.7320e-5	2e-8
307	5000	1.7486e-5	2.4e-8
307	5200	1.7669e-5	2.8e-8
307	5400	1.7871e-5	3.5e-8
307	5600	1.8098e-5	4.3e-8
307	5800	1.8357e-5	5.4e-8
307	6000	1.8661e-5	7e-8
307	6200	1.9027e-5	9.4e-8
307	6400	1.949e-5	1.3e-7
307	6600	2.014e-5	2.1e-7
307	6800	2.127e-5	4.4e-7
308	0.05	1.53e-5	1.5e-6
308	200	1.5336500e-5	2.2e-11
308	400	1.5390700e-5	8.9e-11
308	600	1.544660e-5	2e-10
308	800	1.550430e-5	3.6e-10
308	1000	1.556380e-5	5.7e-10
308	1200	1.562540e-5	8.2e-10
308	1400	1.56890e-5	1.1e-9
308	1600	1.57550e-5	1.5e-9
308	1800	1.58234e-5	1.9e-9
308	2000	1.58943e-5	2.4e-9
308	2200	1.59681e-5	2.9e-9
308	2400	1.60449e-5	3.4e-9
308	2600	1.61250e-5	4.1e-9
308	2800	1.62086e-5	4.8e-9
308	3000	1.62961e-5	5.6e-9
308	3200	1.63878e-5	6.4e-9
308	3400	1.64841e-5	7.3e-9
308	3600	1.65856e-5	8.4e-9
308	3800	1.66928e-5	9.6e-9
308	4000	1.6806e-5	1.1e-8
308	4200	1.6927e-5	1.3e-8
308	4400	1.7056e-5	1.4e-8
308	4600	1.7194e-5	1.7e-8
308	4800	1.7343e-5	1.9e-8
308	5000	1.7505e-5	2.3e-8
308	5200	1.7682e-5	2.7e-8
308	5400	1.7877e-5	3.3e-8
308	5600	1.8095e-5	4e-8
308	5800	1.8342e-5	5e-8
308	6000	1.8627e-5	6.4e-8
308	6200	1.8965e-5	8.4e-8
308	6400	1.938e-5	1.2e-7
308	6600	1.993e-5	1.7e-7
308	6800	2.074e-5	2.8e-7
308	7000	2.26e-5	1.0e-6
309	0.05	1.53e-5	1.5e-6
309	200	1.5383800e-5	2.2e-11
309	400	1.5437700e-5	8.8e-11
309	600	1.549340e-5	2e-10
309	800	1.555070e-5	3.6e-10
