Table: Viscosity [G]
Temperature {K} 	Pressure {kPa} 	Viscosity {Pa·s} 	Uncertainty {Pa·s} 
309	1000	1.561000e-5	5.6e-10
309	1200	1.567120e-5	8.1e-10
309	1400	1.57345e-5	1.1e-9
309	1600	1.58001e-5	1.5e-9
309	1800	1.58680e-5	1.9e-9
309	2000	1.59385e-5	2.3e-9
309	2200	1.60117e-5	2.8e-9
309	2400	1.60879e-5	3.4e-9
309	2600	1.61673e-5	4e-9
309	2800	1.62502e-5	4.7e-9
309	3000	1.63368e-5	5.5e-9
309	3200	1.64276e-5	6.3e-9
309	3400	1.65229e-5	7.2e-9
309	3600	1.66231e-5	8.2e-9
309	3800	1.67289e-5	9.4e-9
309	4000	1.6841e-5	1.1e-8
309	4200	1.6960e-5	1.2e-8
309	4400	1.7086e-5	1.4e-8
309	4600	1.7222e-5	1.6e-8
309	4800	1.7368e-5	1.9e-8
309	5000	1.7525e-5	2.2e-8
309	5200	1.7697e-5	2.6e-8
309	5400	1.7886e-5	3.1e-8
309	5600	1.8096e-5	3.8e-8
309	5800	1.8331e-5	4.7e-8
309	6000	1.8600e-5	5.9e-8
309	6200	1.8915e-5	7.6e-8
309	6400	1.929e-5	1e-7
309	6600	1.977e-5	1.4e-7
309	6800	2.043e-5	2.2e-7
309	7000	2.152e-5	4.1e-7
310	0.05	1.54e-5	1.5e-6
310	200	1.5431000e-5	2.2e-11
310	400	1.5484700e-5	8.7e-11
310	600	1.554010e-5	2e-10
310	800	1.559720e-5	3.5e-10
310	1000	1.565610e-5	5.6e-10
310	1200	1.571700e-5	8e-10
310	1400	1.57799e-5	1.1e-9
310	1600	1.58451e-5	1.4e-9
310	1800	1.59126e-5	1.8e-9
310	2000	1.59826e-5	2.3e-9
310	2200	1.60553e-5	2.8e-9
310	2400	1.61310e-5	3.4e-9
310	2600	1.62097e-5	4e-9
310	2800	1.62919e-5	4.6e-9
310	3000	1.63777e-5	5.4e-9
310	3200	1.64675e-5	6.2e-9
310	3400	1.65617e-5	7.1e-9
310	3600	1.66608e-5	8.1e-9
310	3800	1.67652e-5	9.2e-9
310	4000	1.6876e-5	1e-8
310	4200	1.6992e-5	1.2e-8
310	4400	1.7117e-5	1.4e-8
310	4600	1.7250e-5	1.6e-8
310	4800	1.7393e-5	1.8e-8
310	5000	1.7547e-5	2.1e-8
310	5200	1.7714e-5	2.5e-8
310	5400	1.7897e-5	3e-8
310	5600	1.8099e-5	3.6e-8
310	5800	1.8324e-5	4.4e-8
310	6000	1.8580e-5	5.5e-8
310	6200	1.8874e-5	7e-8
310	6400	1.9223e-5	9.1e-8
310	6600	1.965e-5	1.2e-7
310	6800	2.021e-5	1.8e-7
310	7000	2.102e-5	2.8e-7
310	7200	2.259e-5	6.5e-7
310	7400	3.87e-5	1.5e-6
310	7600	4.318e-5	8.5e-7
310	7800	4.554e-5	7.6e-7
310	8000	4.727e-5	7.2e-7
310	8200	4.869e-5	6.9e-7
310	8400	4.991e-5	6.6e-7
310	8600	5.099e-5	6.4e-7
310	8800	5.196e-5	6.3e-7
310	9000	5.286e-5	6.2e-7
310	9200	5.369e-5	6.1e-7
310	9400	5.447e-5	6e-7
310	9600	5.521e-5	5.9e-7
310	9800	5.591e-5	5.8e-7
310	10000	5.657e-5	5.8e-7
311	0.05	1.54e-5	1.5e-6
311	200	1.5478200e-5	2.1e-11
311	400	1.5531600e-5	8.6e-11
311	600	1.558670e-5	2e-10
311	800	1.564360e-5	3.5e-10
311	1000	1.570220e-5	5.5e-10
311	1200	1.576280e-5	8e-10
311	1400	1.58253e-5	1.1e-9
311	1600	1.58901e-5	1.4e-9
311	1800	1.59572e-5	1.8e-9
311	2000	1.60268e-5	2.3e-9
311	2200	1.60990e-5	2.8e-9
311	2400	1.61740e-5	3.3e-9
311	2600	1.62521e-5	3.9e-9
311	2800	1.63335e-5	4.6e-9
311	3000	1.64186e-5	5.3e-9
311	3200	1.65075e-5	6.1e-9
311	3400	1.66007e-5	7e-9
311	3600	1.66986e-5	8e-9
311	3800	1.68016e-5	9e-9
311	4000	1.6910e-5	1e-8
311	4200	1.7026e-5	1.2e-8
311	4400	1.7148e-5	1.3e-8
311	4600	1.7279e-5	1.5e-8
311	4800	1.7418e-5	1.7e-8
311	5000	1.7569e-5	2e-8
311	5200	1.7732e-5	2.4e-8
311	5400	1.7909e-5	2.8e-8
311	5600	1.8104e-5	3.4e-8
311	5800	1.8321e-5	4.1e-8
311	6000	1.8564e-5	5.1e-8
311	6200	1.8842e-5	6.4e-8
311	6400	1.9167e-5	8.3e-8
311	6600	1.956e-5	1.1e-7
311	6800	2.004e-5	1.5e-7
311	7000	2.070e-5	2.2e-7
311	7200	2.173e-5	3.7e-7
311	7400	2.43e-5	1.3e-6
311	7600	3.81e-5	1.4e-6
311	7800	4.238e-5	8.4e-7
311	8000	4.477e-5	7.6e-7
311	8200	4.654e-5	7.1e-7
311	8400	4.798e-5	6.8e-7
311	8600	4.921e-5	6.6e-7
311	8800	5.031e-5	6.4e-7
311	9000	5.130e-5	6.3e-7
311	9200	5.220e-5	6.2e-7
311	9400	5.305e-5	6.1e-7
311	9600	5.384e-5	6e-7
311	9800	5.458e-5	5.9e-7
311	10000	5.528e-5	5.8e-7
312	0.05	1.55e-5	1.5e-6
312	200	1.5525300e-5	2.1e-11
312	400	1.5578500e-5	8.5e-11
312	600	1.563340e-5	1.9e-10
312	800	1.568990e-5	3.5e-10
312	1000	1.574830e-5	5.4e-10
312	1200	1.580850e-5	7.9e-10
312	1400	1.58707e-5	1.1e-9
312	1600	1.59351e-5	1.4e-9
312	1800	1.60018e-5	1.8e-9
312	2000	1.60709e-5	2.2e-9
312	2200	1.61426e-5	2.7e-9
312	2400	1.62170e-5	3.3e-9
312	2600	1.62945e-5	3.9e-9
312	2800	1.63753e-5	4.5e-9
312	3000	1.64595e-5	5.2e-9
312	3200	1.65476e-5	6e-9
312	3400	1.66398e-5	6.9e-9
312	3600	1.67365e-5	7.8e-9
312	3800	1.68383e-5	8.9e-9
312	4000	1.6946e-5	1e-8
312	4200	1.7059e-5	1.1e-8
312	4400	1.7180e-5	1.3e-8
312	4600	1.7308e-5	1.5e-8
312	4800	1.7445e-5	1.7e-8
312	5000	1.7592e-5	2e-8
312	5200	1.7751e-5	2.3e-8
312	5400	1.7923e-5	2.7e-8
312	5600	1.8112e-5	3.2e-8
312	5800	1.8320e-5	3.9e-8
312	6000	1.8553e-5	4.8e-8
312	6200	1.8817e-5	6e-8
312	6400	1.9120e-5	7.6e-8
312	6600	1.9479e-5	9.8e-8
312	6800	1.992e-5	1.3e-7
312	7000	2.048e-5	1.8e-7
312	7200	2.127e-5	2.8e-7
312	7400	2.262e-5	5.1e-7
312	7600	2.69e-5	2.1e-6
312	7800	3.77e-5	1.3e-6
312	8000	4.167e-5	8.3e-7
312	8200	4.406e-5	7.5e-7
312	8400	4.584e-5	7.1e-7
312	8600	4.730e-5	6.8e-7
312	8800	4.855e-5	6.6e-7
312	9000	4.965e-5	6.4e-7
312	9200	5.065e-5	6.3e-7
312	9400	5.157e-5	6.1e-7
312	9600	5.242e-5	6e-7
312	9800	5.321e-5	6e-7
312	10000	5.396e-5	5.9e-7
313	0.05	1.55e-5	1.6e-6
313	200	1.5572400e-5	2.1e-11
313	400	1.5625400e-5	8.4e-11
313	600	1.568000e-5	1.9e-10
313	800	1.573620e-5	3.4e-10
313	1000	1.579430e-5	5.4e-10
313	1200	1.585420e-5	7.8e-10
313	1400	1.59161e-5	1.1e-9
313	1600	1.59801e-5	1.4e-9
313	1800	1.60463e-5	1.8e-9
313	2000	1.61150e-5	2.2e-9
313	2200	1.61862e-5	2.7e-9
313	2400	1.62601e-5	3.2e-9
313	2600	1.63370e-5	3.8e-9
313	2800	1.64170e-5	4.5e-9
313	3000	1.65005e-5	5.2e-9
313	3200	1.65877e-5	5.9e-9
313	3400	1.66790e-5	6.8e-9
313	3600	1.67746e-5	7.7e-9
313	3800	1.68752e-5	8.7e-9
313	4000	1.69811e-5	9.9e-9
313	4200	1.7093e-5	1.1e-8
313	4400	1.7211e-5	1.3e-8
313	4600	1.7337e-5	1.4e-8
313	4800	1.7472e-5	1.6e-8
313	5000	1.7616e-5	1.9e-8
313	5200	1.7771e-5	2.2e-8
313	5400	1.7938e-5	2.6e-8
313	5600	1.8121e-5	3.1e-8
313	5800	1.8323e-5	3.7e-8
313	6000	1.8546e-5	4.5e-8
313	6200	1.8797e-5	5.5e-8
313	6400	1.9083e-5	6.9e-8
313	6600	1.9415e-5	8.9e-8
313	6800	1.981e-5	1.2e-7
313	7000	2.031e-5	1.6e-7
313	7200	2.096e-5	2.2e-7
313	7400	2.193e-5	3.5e-7
313	7600	2.374e-5	6.8e-7
313	7800	3.04e-5	2.0e-6
313	8000	3.74e-5	1.1e-6
313	8200	4.106e-5	8.3e-7
313	8400	4.341e-5	7.5e-7
313	8600	4.519e-5	7.1e-7
313	8800	4.665e-5	6.8e-7
313	9000	4.791e-5	6.6e-7
313	9200	4.902e-5	6.4e-7
313	9400	5.003e-5	6.3e-7
313	9600	5.095e-5	6.1e-7
313	9800	5.181e-5	6e-7
313	10000	5.261e-5	6e-7
314	0.05	1.56e-5	1.6e-6
314	200	1.5619400e-5	2.1e-11
314	400	1.5672200e-5	8.3e-11
314	600	1.572650e-5	1.9e-10
314	800	1.578250e-5	3.4e-10
314	1000	1.584030e-5	5.3e-10
314	1200	1.589990e-5	7.7e-10
314	1400	1.59614e-5	1.1e-9
314	1600	1.60250e-5	1.4e-9
314	1800	1.60909e-5	1.8e-9
314	2000	1.61591e-5	2.2e-9
314	2200	1.62298e-5	2.7e-9
314	2400	1.63032e-5	3.2e-9
314	2600	1.63794e-5	3.8e-9
314	2800	1.64588e-5	4.4e-9
314	3000	1.65416e-5	5.1e-9
314	3200	1.66279e-5	5.8e-9
314	3400	1.67182e-5	6.7e-9
314	3600	1.68129e-5	7.6e-9
314	3800	1.69122e-5	8.6e-9
314	4000	1.70167e-5	9.7e-9
314	4200	1.7127e-5	1.1e-8
314	4400	1.7244e-5	1.2e-8
314	4600	1.7367e-5	1.4e-8
314	4800	1.7499e-5	1.6e-8
314	5000	1.7640e-5	1.8e-8
314	5200	1.7792e-5	2.1e-8
314	5400	1.7955e-5	2.5e-8
314	5600	1.8133e-5	2.9e-8
314	5800	1.8327e-5	3.5e-8
314	6000	1.8542e-5	4.2e-8
314	6200	1.8781e-5	5.2e-8
314	6400	1.9052e-5	6.4e-8
314	6600	1.9364e-5	8.1e-8
314	6800	1.973e-5	1e-7
314	7000	2.017e-5	1.4e-7
314	7200	2.074e-5	1.9e-7
314	7400	2.150e-5	2.7e-7
314	7600	2.269e-5	4.3e-7
314	7800	2.507e-5	8.5e-7
314	8000	3.18e-5	1.6e-6
314	8200	3.72e-5	1.1e-6
314	8400	4.053e-5	8.2e-7
314	8600	4.281e-5	7.5e-7
314	8800	4.458e-5	7.1e-7
314	9000	4.604e-5	6.8e-7
314	9200	4.730e-5	6.6e-7
314	9400	4.842e-5	6.4e-7
314	9600	4.943e-5	6.2e-7
314	9800	5.036e-5	6.1e-7
314	10000	5.122e-5	6e-7
315	0.05	1.56e-5	1.6e-6
315	200	1.5666400e-5	2e-11
315	400	1.5718900e-5	8.3e-11
315	600	1.577300e-5	1.9e-10
315	800	1.582870e-5	3.3e-10
315	1000	1.588620e-5	5.3e-10
315	1200	1.594550e-5	7.6e-10
315	1400	1.60067e-5	1e-9
315	1600	1.60700e-5	1.4e-9
315	1800	1.61354e-5	1.7e-9
315	2000	1.62031e-5	2.2e-9
315	2200	1.62734e-5	2.6e-9
315	2400	1.63462e-5	3.1e-9
315	2600	1.64219e-5	3.7e-9
315	2800	1.65006e-5	4.3e-9
315	3000	1.65826e-5	5e-9
315	3200	1.66682e-5	5.7e-9
315	3400	1.67576e-5	6.6e-9
315	3600	1.68512e-5	7.4e-9
315	3800	1.69494e-5	8.4e-9
315	4000	1.70526e-5	9.5e-9
315	4200	1.7161e-5	1.1e-8
315	4400	1.7276e-5	1.2e-8
315	4600	1.7398e-5	1.4e-8
315	4800	1.7527e-5	1.6e-8
315	5000	1.7666e-5	1.8e-8
315	5200	1.7814e-5	2.1e-8
315	5400	1.7973e-5	2.4e-8
315	5600	1.8146e-5	2.8e-8
315	5800	1.8334e-5	3.3e-8
315	6000	1.8541e-5	4e-8
315	6200	1.8770e-5	4.9e-8
315	6400	1.9028e-5	6e-8
315	6600	1.9321e-5	7.5e-8
315	6800	1.9661e-5	9.5e-8
315	7000	2.006e-5	1.2e-7
315	7200	2.056e-5	1.6e-7
315	7400	2.120e-5	2.2e-7
315	7600	2.210e-5	3.2e-7
315	7800	2.356e-5	5.1e-7
315	8000	2.642e-5	9.3e-7
315	8200	3.26e-5	1.3e-6
315	8400	3.705e-5	9.9e-7
315	8600	4.008e-5	8.2e-7
315	8800	4.228e-5	7.5e-7
315	9000	4.401e-5	7e-7
315	9200	4.546e-5	6.8e-7
315	9400	4.672e-5	6.6e-7
315	9600	4.784e-5	6.4e-7
315	9800	4.886e-5	6.2e-7
315	10000	4.979e-5	6.1e-7
316	0.05	1.57e-5	1.6e-6
316	200	1.5713300e-5	2e-11
316	400	1.5765600e-5	8.2e-11
316	600	1.581950e-5	1.8e-10
316	800	1.587490e-5	3.3e-10
316	1000	1.593210e-5	5.2e-10
316	1200	1.599110e-5	7.5e-10
316	1400	1.60520e-5	1e-9
316	1600	1.61149e-5	1.4e-9
316	1800	1.61799e-5	1.7e-9
316	2000	1.62472e-5	2.1e-9
316	2200	1.63170e-5	2.6e-9
316	2400	1.63893e-5	3.1e-9
316	2600	1.64644e-5	3.7e-9
316	2800	1.65425e-5	4.3e-9
316	3000	1.66238e-5	4.9e-9
316	3200	1.67085e-5	5.7e-9
316	3400	1.67971e-5	6.5e-9
316	3600	1.68896e-5	7.3e-9
316	3800	1.69867e-5	8.3e-9
316	4000	1.70886e-5	9.3e-9
316	4200	1.7196e-5	1.1e-8
316	4400	1.7309e-5	1.2e-8
316	4600	1.7429e-5	1.3e-8
316	4800	1.7556e-5	1.5e-8
316	5000	1.7692e-5	1.7e-8
316	5200	1.7836e-5	2e-8
316	5400	1.7992e-5	2.3e-8
316	5600	1.8160e-5	2.7e-8
316	5800	1.8343e-5	3.2e-8
316	6000	1.8543e-5	3.8e-8
316	6200	1.8763e-5	4.6e-8
316	6400	1.9009e-5	5.6e-8
316	6600	1.9286e-5	6.9e-8
316	6800	1.9604e-5	8.6e-8
316	7000	1.998e-5	1.1e-7
316	7200	2.042e-5	1.4e-7
316	7400	2.098e-5	1.9e-7
316	7600	2.171e-5	2.6e-7
316	7800	2.277e-5	3.8e-7
316	8000	2.451e-5	5.8e-7
316	8200	2.758e-5	9e-7
316	8400	3.32e-5	1.1e-6
316	8600	3.693e-5	9.4e-7
316	8800	3.969e-5	8.1e-7
316	9000	4.180e-5	7.4e-7
316	9200	4.349e-5	7e-7
316	9400	4.493e-5	6.8e-7
316	9600	4.618e-5	6.5e-7
316	9800	4.730e-5	6.4e-7
316	10000	4.831e-5	6.2e-7
317	0.05	1.57e-5	1.6e-6
317	200	1.5760200e-5	2e-11
317	400	1.5812300e-5	8.1e-11
317	600	1.586590e-5	1.8e-10
317	800	1.592110e-5	3.3e-10
317	1000	1.597800e-5	5.1e-10
317	1200	1.603670e-5	7.4e-10
317	1400	1.60972e-5	1e-9
317	1600	1.61597e-5	1.3e-9
317	1800	1.62244e-5	1.7e-9
317	2000	1.62913e-5	2.1e-9
317	2200	1.63605e-5	2.6e-9
317	2400	1.64324e-5	3.1e-9
317	2600	1.65069e-5	3.6e-9
317	2800	1.65844e-5	4.2e-9
317	3000	1.66650e-5	4.9e-9
317	3200	1.67489e-5	5.6e-9
317	3400	1.68366e-5	6.4e-9
317	3600	1.69282e-5	7.2e-9
317	3800	1.70241e-5	8.1e-9
317	4000	1.71248e-5	9.2e-9
317	4200	1.7231e-5	1e-8
317	4400	1.7342e-5	1.2e-8
317	4600	1.7460e-5	1.3e-8
317	4800	1.7585e-5	1.5e-8
317	5000	1.7718e-5	1.7e-8
317	5200	1.7860e-5	1.9e-8
317	5400	1.8012e-5	2.2e-8
317	5600	1.8176e-5	2.6e-8
317	5800	1.8353e-5	3e-8
317	6000	1.8547e-5	3.6e-8
317	6200	1.8759e-5	4.3e-8
317	6400	1.8994e-5	5.2e-8
317	6600	1.9257e-5	6.4e-8
317	6800	1.9556e-5	7.9e-8
317	7000	1.9901e-5	10e-7
317	7200	2.031e-5	1.3e-7
317	7400	2.080e-5	1.7e-7
317	7600	2.143e-5	2.2e-7
317	7800	2.227e-5	3e-7
317	8000	2.350e-5	4.3e-7
317	8200	2.548e-5	6.1e-7
317	8400	2.851e-5	8.4e-7
317	8600	3.36e-5	1.0e-6
317	8800	3.683e-5	8.9e-7
317	9000	3.936e-5	8e-7
317	9200	4.136e-5	7.4e-7
317	9400	4.301e-5	7e-7
317	9600	4.443e-5	6.7e-7
317	9800	4.566e-5	6.5e-7
317	10000	4.677e-5	6.4e-7
318	0.05	1.58e-5	1.6e-6
318	200	1.5807000e-5	2e-11
318	400	1.5858900e-5	8e-11
318	600	1.591230e-5	1.8e-10
318	800	1.596720e-5	3.2e-10
318	1000	1.602380e-5	5.1e-10
318	1200	1.608220e-5	7.4e-10
318	1400	1.61424e-5	1e-9
318	1600	1.62046e-5	1.3e-9
318	1800	1.62688e-5	1.7e-9
318	2000	1.63353e-5	2.1e-9
318	2200	1.64041e-5	2.5e-9
318	2400	1.64754e-5	3e-9
318	2600	1.65494e-5	3.6e-9
318	2800	1.66263e-5	4.2e-9
318	3000	1.67062e-5	4.8e-9
318	3200	1.67894e-5	5.5e-9
318	3400	1.68762e-5	6.3e-9
318	3600	1.69669e-5	7.1e-9
318	3800	1.70617e-5	8e-9
318	4000	1.71612e-5	9e-9
318	4200	1.7266e-5	1e-8
318	4400	1.7376e-5	1.1e-8
318	4600	1.7492e-5	1.3e-8
318	4800	1.7615e-5	1.4e-8
318	5000	1.7745e-5	1.6e-8
318	5200	1.7884e-5	1.9e-8
318	5400	1.8033e-5	2.1e-8
318	5600	1.8193e-5	2.5e-8
318	5800	1.8365e-5	2.9e-8
318	6000	1.8553e-5	3.4e-8
318	6200	1.8757e-5	4.1e-8
318	6400	1.8983e-5	4.9e-8
318	6600	1.9234e-5	6e-8
318	6800	1.9517e-5	7.3e-8
318	7000	1.9840e-5	9.1e-8
318	7200	2.021e-5	1.2e-7
318	7400	2.066e-5	1.5e-7
318	7600	2.121e-5	1.9e-7
318	7800	2.191e-5	2.5e-7
318	8000	2.287e-5	3.4e-7
318	8200	2.426e-5	4.6e-7
318	8400	2.639e-5	6.2e-7
318	8600	3.054e-5	9e-7
318	8800	3.386e-5	9.3e-7
318	9000	3.674e-5	8.6e-7
318	9200	3.907e-5	7.8e-7
318	9400	4.098e-5	7.3e-7
318	9600	4.258e-5	7e-7
318	9800	4.396e-5	6.7e-7
318	10000	4.518e-5	6.5e-7
319	0.05	1.58e-5	1.6e-6
319	200	1.5853800e-5	2e-11
319	400	1.5905500e-5	7.9e-11
319	600	1.595860e-5	1.8e-10
319	800	1.601330e-5	3.2e-10
319	1000	1.606960e-5	5e-10
319	1200	1.612770e-5	7.3e-10
319	1400	1.618760e-5	9.9e-10
319	1600	1.62494e-5	1.3e-9
319	1800	1.63133e-5	1.7e-9
319	2000	1.63793e-5	2.1e-9
319	2200	1.64477e-5	2.5e-9
319	2400	1.65185e-5	3e-9
319	2600	1.65919e-5	3.5e-9
319	2800	1.66682e-5	4.1e-9
319	3000	1.67474e-5	4.7e-9
319	3200	1.68299e-5	5.4e-9
319	3400	1.69159e-5	6.2e-9
319	3600	1.70056e-5	7e-9
319	3800	1.70995e-5	7.9e-9
319	4000	1.71978e-5	8.9e-9
319	4200	1.73009e-5	9.9e-9
319	4400	1.7409e-5	1.1e-8
319	4600	1.7524e-5	1.3e-8
319	4800	1.7645e-5	1.4e-8
319	5000	1.7773e-5	1.6e-8
319	5200	1.7909e-5	1.8e-8
319	5400	1.8055e-5	2.1e-8
319	5600	1.8211e-5	2.4e-8
319	5800	1.8379e-5	2.8e-8
319	6000	1.8561e-5	3.3e-8
319	6200	1.8759e-5	3.9e-8
319	6400	1.8976e-5	4.6e-8
319	6600	1.9216e-5	5.6e-8
319	6800	1.9484e-5	6.8e-8
319	7000	1.9788e-5	8.4e-8
319	7200	2.014e-5	1e-7
319	7400	2.054e-5	1.3e-7
319	7600	2.103e-5	1.7e-7
319	7800	2.164e-5	2.2e-7
319	8000	2.243e-5	2.8e-7
319	8200	2.350e-5	3.7e-7
319	8400	2.503e-5	4.8e-7
319	8600	2.824e-5	7.2e-7
319	8800	3.117e-5	8.4e-7
319	9000	3.410e-5	8.7e-7
319	9200	3.667e-5	8.2e-7
319	9400	3.883e-5	7.7e-7
319	9600	4.063e-5	7.3e-7
319	9800	4.218e-5	7e-7
319	10000	4.353e-5	6.7e-7
320	0.05	1.585060000000e-5	2e-16
320	200	1.5900600e-5	1.9e-11
320	400	1.5952000e-5	7.8e-11
320	600	1.600490e-5	1.8e-10
320	800	1.605930e-5	3.2e-10
320	1000	1.611540e-5	5e-10
320	1200	1.617310e-5	7.2e-10
320	1400	1.623270e-5	9.8e-10
320	1600	1.62942e-5	1.3e-9
320	1800	1.63577e-5	1.6e-9
320	2000	1.64233e-5	2e-9
320	2200	1.64912e-5	2.5e-9
320	2400	1.65616e-5	3e-9
320	2600	1.66345e-5	3.5e-9
320	2800	1.67101e-5	4.1e-9
320	3000	1.67887e-5	4.7e-9
320	3200	1.68705e-5	5.4e-9
320	3400	1.69556e-5	6.1e-9
320	3600	1.70445e-5	6.9e-9
320	3800	1.71373e-5	7.8e-9
320	4000	1.72345e-5	8.7e-9
320	4200	1.73364e-5	9.8e-9
320	4400	1.7443e-5	1.1e-8
320	4600	1.7556e-5	1.2e-8
320	4800	1.7675e-5	1.4e-8
320	5000	1.7801e-5	1.6e-8
320	5200	1.7935e-5	1.8e-8
320	5400	1.8077e-5	2e-8
320	5600	1.8230e-5	2.3e-8
320	5800	1.8394e-5	2.7e-8
320	6000	1.8570e-5	3.1e-8
320	6200	1.8762e-5	3.7e-8
320	6400	1.8971e-5	4.4e-8
320	6600	1.9202e-5	5.3e-8
320	6800	1.9458e-5	6.4e-8
320	7000	1.9745e-5	7.8e-8
320	7200	2.0071e-5	9.6e-8
320	7400	2.045e-5	1.2e-7
320	7600	2.089e-5	1.5e-7
320	7800	2.143e-5	1.9e-7
320	8000	2.210e-5	2.4e-7
320	8200	2.297e-5	3.1e-7
320	8400	2.415e-5	3.9e-7
320	8600	2.665e-5	5.9e-7
320	8800	2.901e-5	7e-7
320	9000	3.167e-5	8e-7
320	9200	3.429e-5	8.2e-7
320	9400	3.661e-5	7.9e-7
320	9600	3.861e-5	7.5e-7
320	9800	4.032e-5	7.2e-7
320	10000	4.181e-5	6.9e-7
321	0.05	1.59e-5	1.6e-6
321	200	1.5947300e-5	1.9e-11
321	400	1.5998500e-5	7.7e-11
321	600	1.605110e-5	1.8e-10
321	800	1.610530e-5	3.1e-10
321	1000	1.616110e-5	4.9e-10
321	1200	1.621860e-5	7.1e-10
321	1400	1.627780e-5	9.7e-10
321	1600	1.63390e-5	1.3e-9
321	1800	1.64021e-5	1.6e-9
321	2000	1.64673e-5	2e-9
321	2200	1.65348e-5	2.4e-9
321	2400	1.66046e-5	2.9e-9
321	2600	1.66770e-5	3.4e-9
321	2800	1.67521e-5	4e-9
321	3000	1.68300e-5	4.6e-9
321	3200	1.69111e-5	5.3e-9
321	3400	1.69955e-5	6e-9
321	3600	1.70834e-5	6.8e-9
321	3800	1.71753e-5	7.6e-9
321	4000	1.72713e-5	8.6e-9
321	4200	1.73720e-5	9.6e-9
321	4400	1.7478e-5	1.1e-8
321	4600	1.7589e-5	1.2e-8
321	4800	1.7706e-5	1.3e-8
321	5000	1.7830e-5	1.5e-8
321	5200	1.7961e-5	1.7e-8
321	5400	1.8101e-5	1.9e-8
321	5600	1.8250e-5	2.2e-8
321	5800	1.8410e-5	2.6e-8
321	6000	1.8582e-5	3e-8
321	6200	1.8767e-5	3.5e-8
321	6400	1.8970e-5	4.2e-8
321	6600	1.9191e-5	5e-8
321	6800	1.9436e-5	6e-8
321	7000	1.9709e-5	7.2e-8
321	7200	2.0016e-5	8.8e-8
321	7400	2.037e-5	1.1e-7
321	7600	2.077e-5	1.4e-7
321	7800	2.126e-5	1.7e-7
321	8000	2.184e-5	2.1e-7
321	8200	2.258e-5	2.7e-7
321	8400	2.353e-5	3.3e-7
321	8600	2.556e-5	5e-7
321	8800	2.740e-5	5.9e-7
321	9000	2.966e-5	6.9e-7
321	9200	3.209e-5	7.6e-7
321	9400	3.444e-5	7.8e-7
321	9600	3.656e-5	7.7e-7
321	9800	3.842e-5	7.4e-7
321	10000	4.005e-5	7.1e-7
322	0.05	1.59e-5	1.6e-6
322	200	1.5993900e-5	1.9e-11
322	400	1.6044900e-5	7.7e-11
322	600	1.609730e-5	1.7e-10
322	800	1.615130e-5	3.1e-10
322	1000	1.620680e-5	4.9e-10
322	1200	1.626400e-5	7e-10
322	1400	1.632290e-5	9.6e-10
322	1600	1.63837e-5	1.3e-9
322	1800	1.64465e-5	1.6e-9
322	2000	1.65113e-5	2e-9
322	2200	1.65783e-5	2.4e-9
322	2400	1.66477e-5	2.9e-9
322	2600	1.67195e-5	3.4e-9
322	2800	1.67940e-5	4e-9
322	3000	1.68714e-5	4.6e-9
322	3200	1.69517e-5	5.2e-9
322	3400	1.70353e-5	5.9e-9
322	3600	1.71225e-5	6.7e-9
322	3800	1.72133e-5	7.5e-9
322	4000	1.73083e-5	8.4e-9
322	4200	1.74078e-5	9.4e-9
322	4400	1.7512e-5	1.1e-8
322	4600	1.7622e-5	1.2e-8
322	4800	1.7737e-5	1.3e-8
322	5000	1.7859e-5	1.5e-8
322	5200	1.7988e-5	1.7e-8
322	5400	1.8125e-5	1.9e-8
322	5600	1.8271e-5	2.2e-8
322	5800	1.8427e-5	2.5e-8
322	6000	1.8594e-5	2.9e-8
322	6200	1.8775e-5	3.4e-8
322	6400	1.8971e-5	4e-8
322	6600	1.9184e-5	4.7e-8
322	6800	1.9419e-5	5.6e-8
322	7000	1.9679e-5	6.7e-8
322	7200	1.9969e-5	8.2e-8
322	7400	2.0298e-5	10e-7
322	7600	2.067e-5	1.2e-7
322	7800	2.111e-5	1.5e-7
322	8000	2.164e-5	1.9e-7
322	8200	2.227e-5	2.3e-7
322	8400	2.307e-5	2.9e-7
322	8600	2.478e-5	4.4e-7
322	8800	2.624e-5	5.1e-7
322	9000	2.808e-5	5.9e-7
322	9200	3.021e-5	6.7e-7
322	9400	3.243e-5	7.2e-7
322	9600	3.457e-5	7.5e-7
322	9800	3.652e-5	7.4e-7
322	10000	3.826e-5	7.2e-7
323	0.05	1.60e-5	1.6e-6
323	200	1.6040500e-5	1.9e-11
323	400	1.6091300e-5	7.6e-11
323	600	1.614350e-5	1.7e-10
323	800	1.619720e-5	3.1e-10
323	1000	1.625240e-5	4.8e-10
323	1200	1.630930e-5	7e-10
323	1400	1.636790e-5	9.5e-10
323	1600	1.64284e-5	1.2e-9
323	1800	1.64908e-5	1.6e-9
323	2000	1.65553e-5	2e-9
323	2200	1.66219e-5	2.4e-9
323	2400	1.66908e-5	2.8e-9
323	2600	1.67621e-5	3.4e-9
323	2800	1.68360e-5	3.9e-9
323	3000	1.69127e-5	4.5e-9
323	3200	1.69924e-5	5.2e-9
323	3400	1.70753e-5	5.8e-9
323	3600	1.71616e-5	6.6e-9
323	3800	1.72515e-5	7.4e-9
323	4000	1.73455e-5	8.3e-9
323	4200	1.74437e-5	9.3e-9
323	4400	1.7547e-5	1e-8
